message_id,item_id,group_id,priority,reason,signals,confidence
MSG_0369,TASK_044,GROUP_036,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0379,TASK_044,GROUP_036,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0530,TASK_044,GROUP_036,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0547,TASK_044,GROUP_036,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0552,TASK_044,GROUP_036,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0639,TASK_044,GROUP_036,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0730,TASK_044,GROUP_036,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0824,TASK_044,GROUP_036,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0949,TASK_044,GROUP_036,low,"Item status is ""completed"" as of this message — no further action is needed.",status_completed,0.9
MSG_0978,TASK_044,GROUP_036,low,"Item status is ""completed"" as of this message — no further action is needed.",status_completed,0.9
MSG_0170,TASK_046,GROUP_037,high,The deadline is today.,deadline_today; response_required,0.67
MSG_0280,TASK_046,GROUP_037,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0556,TASK_046,GROUP_037,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0566,TASK_046,GROUP_037,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0652,TASK_046,GROUP_037,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0716,TASK_046,GROUP_037,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0720,TASK_046,GROUP_037,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0787,TASK_046,GROUP_037,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0795,TASK_046,GROUP_037,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0819,TASK_046,GROUP_037,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0971,TASK_046,GROUP_037,critical,The deadline has already passed; a message explicitly marked it urgent; a conflicting deadline was reported.,overdue; explicitly_marked_urgent; conflicting_deadline_reported; response_required,0.79
MSG_0992,TASK_046,GROUP_037,critical,The deadline has already passed; a message explicitly marked it urgent; a conflicting deadline was reported.,overdue; explicitly_marked_urgent; conflicting_deadline_reported; response_required,0.79
MSG_1007,TASK_046,GROUP_037,critical,The deadline has already passed; a message explicitly marked it urgent; a conflicting deadline was reported.,overdue; explicitly_marked_urgent; conflicting_deadline_reported; response_required,0.79
MSG_0252,TASK_070,GROUP_038,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0312,TASK_070,GROUP_038,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0334,TASK_070,GROUP_038,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0340,TASK_070,GROUP_038,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0401,TASK_070,GROUP_038,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0615,TASK_070,GROUP_038,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0657,TASK_070,GROUP_038,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0659,TASK_070,GROUP_038,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0864,TASK_070,GROUP_038,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0865,TASK_070,GROUP_038,high,The deadline has already passed.,overdue; response_required,0.67
MSG_0989,TASK_070,GROUP_038,critical,The deadline has already passed; a message explicitly marked it urgent; a conflicting deadline was reported.,overdue; explicitly_marked_urgent; conflicting_deadline_reported; response_required,0.79
MSG_1001,TASK_070,GROUP_038,critical,The deadline has already passed; a message explicitly marked it urgent; a conflicting deadline was reported.,overdue; explicitly_marked_urgent; conflicting_deadline_reported; response_required,0.79
MSG_1005,TASK_070,GROUP_038,critical,The deadline has already passed; a message explicitly marked it urgent; a conflicting deadline was reported.,overdue; explicitly_marked_urgent; conflicting_deadline_reported; response_required,0.79
MSG_0271,EVENT_053,GROUP_039,medium,The deadline is within a week.,deadline_within_a_week; response_required,0.67
MSG_0293,EVENT_053,GROUP_039,medium,The deadline is within a week.,deadline_within_a_week; response_required,0.67
MSG_0363,EVENT_053,GROUP_039,medium,The deadline is within a week.,deadline_within_a_week; response_required,0.67
MSG_0414,EVENT_053,GROUP_039,medium,The deadline is within a week.,deadline_within_a_week; response_required,0.67
MSG_0565,EVENT_053,GROUP_039,high,"The deadline is today; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",deadline_today; response_required; time_sensitive_meeting_category,0.73
MSG_0616,EVENT_053,GROUP_039,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0800,EVENT_053,GROUP_039,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0810,EVENT_053,GROUP_039,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0849,EVENT_053,GROUP_039,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0894,EVENT_053,GROUP_039,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0310,TASK_082,GROUP_040,medium,No concrete deadline is known; the latest status is ambiguous.,deadline_unresolved_or_unknown; status_unclear; response_required,0.48
MSG_0323,TASK_082,GROUP_040,medium,No concrete deadline is known; the latest status is ambiguous.,deadline_unresolved_or_unknown; status_unclear; response_required,0.48
MSG_0386,TASK_082,GROUP_040,medium,No concrete deadline is known; the latest status is ambiguous.,deadline_unresolved_or_unknown; status_unclear; response_required,0.48
MSG_0393,TASK_082,GROUP_040,medium,No concrete deadline is known; the latest status is ambiguous.,deadline_unresolved_or_unknown; status_unclear; response_required,0.48
MSG_0486,TASK_082,GROUP_040,medium,No concrete deadline is known; the latest status is ambiguous.,deadline_unresolved_or_unknown; status_unclear; response_required,0.48
MSG_0492,TASK_082,GROUP_040,medium,No concrete deadline is known; the latest status is ambiguous.,deadline_unresolved_or_unknown; status_unclear; response_required,0.48
MSG_0505,TASK_082,GROUP_040,medium,No concrete deadline is known; the latest status is ambiguous.,deadline_unresolved_or_unknown; status_unclear; response_required,0.48
MSG_0654,TASK_082,GROUP_040,medium,No concrete deadline is known; the latest status is ambiguous.,deadline_unresolved_or_unknown; status_unclear; response_required,0.48
MSG_0775,TASK_082,GROUP_040,medium,No concrete deadline is known; the latest status is ambiguous.,deadline_unresolved_or_unknown; status_unclear; response_required,0.48
MSG_0859,TASK_082,GROUP_040,medium,No concrete deadline is known; the latest status is ambiguous.,deadline_unresolved_or_unknown; status_unclear; response_required,0.48
MSG_0327,EVENT_062,GROUP_041,high,"The deadline is within 2 days; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",deadline_within_2_days; response_required; time_sensitive_meeting_category,0.73
MSG_0384,EVENT_062,GROUP_041,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0450,EVENT_062,GROUP_041,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0519,EVENT_062,GROUP_041,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0600,EVENT_062,GROUP_041,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0798,EVENT_062,GROUP_041,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0860,EVENT_062,GROUP_041,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0877,EVENT_062,GROUP_041,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0882,EVENT_062,GROUP_041,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_0900,EVENT_062,GROUP_041,high,"The deadline has already passed; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",overdue; response_required; time_sensitive_meeting_category,0.73
MSG_1016,EVENT_171,GROUP_042,critical,"The deadline is today; it was assigned by project lead; it is a scheduled meeting/event, not a task, so a missed slot can't be caught up on later.",deadline_today; response_required; assigned_by_project_lead; time_sensitive_meeting_category,0.79
MSG_1026,EVENT_171,GROUP_042,high,The deadline is today; it was assigned by mentor.,deadline_today; response_required; assigned_by_mentor,0.73
MSG_1017,TASK_241,GROUP_043,high,The deadline is within 2 days; it was assigned by mentor.,deadline_within_2_days; response_required; assigned_by_mentor,0.73
MSG_1027,TASK_241,GROUP_043,high,The deadline is today; it was assigned by hr team.,deadline_today; response_required; assigned_by_hr_team,0.73
MSG_1018,TASK_242,GROUP_044,high,The deadline is within 2 days; it was assigned by hr team.,deadline_within_2_days; response_required; assigned_by_hr_team,0.73
MSG_1028,TASK_242,GROUP_044,high,The deadline is within 2 days; it was assigned by project lead.,deadline_within_2_days; response_required; assigned_by_project_lead,0.73
MSG_1019,TASK_243,GROUP_045,medium,The deadline is within a week; it was assigned by project lead.,deadline_within_a_week; response_required; assigned_by_project_lead,0.73
MSG_1029,TASK_243,GROUP_045,high,The deadline is within 2 days; it was assigned by mentor.,deadline_within_2_days; response_required; assigned_by_mentor,0.73
MSG_1020,EVENT_172,GROUP_046,medium,The deadline is within a week; it was assigned by mentor.,deadline_within_a_week; response_required; assigned_by_mentor,0.73
MSG_1030,EVENT_172,GROUP_046,medium,The deadline is within a week; it was assigned by hr team.,deadline_within_a_week; response_required; assigned_by_hr_team,0.73
MSG_1021,TASK_244,GROUP_047,medium,The deadline is within a week; it was assigned by hr team.,deadline_within_a_week; response_required; assigned_by_hr_team,0.73
MSG_1031,TASK_244,GROUP_047,medium,The deadline is within a week; it was assigned by project lead.,deadline_within_a_week; response_required; assigned_by_project_lead,0.73
MSG_1022,TASK_245,GROUP_048,medium,The deadline is within a week; it was assigned by project lead.,deadline_within_a_week; response_required; assigned_by_project_lead,0.73
MSG_1032,TASK_245,GROUP_048,medium,The deadline is within a week; it was assigned by mentor.,deadline_within_a_week; response_required; assigned_by_mentor,0.73
MSG_1023,TASK_246,GROUP_049,medium,The deadline is within a week; it was assigned by mentor.,deadline_within_a_week; response_required; assigned_by_mentor,0.73
MSG_1033,TASK_246,GROUP_049,medium,The deadline is within a week; it was assigned by hr team.,deadline_within_a_week; response_required; assigned_by_hr_team,0.73
MSG_1024,EVENT_173,GROUP_050,medium,The deadline is more than a week out; it was assigned by hr team.,deadline_more_than_a_week_out; response_required; assigned_by_hr_team,0.73
MSG_1034,EVENT_173,GROUP_050,medium,The deadline is within a week; it was assigned by project lead.,deadline_within_a_week; response_required; assigned_by_project_lead,0.73
MSG_1025,TASK_247,GROUP_051,medium,The deadline is more than a week out; it was assigned by project lead.,deadline_more_than_a_week_out; response_required; assigned_by_project_lead,0.73
MSG_1035,TASK_247,GROUP_051,medium,The deadline is more than a week out; it was assigned by mentor.,deadline_more_than_a_week_out; response_required; assigned_by_mentor,0.73
